order_id,transaction_type,processing_time(day),delivery_estimate(day),late_delivery_risk,delivery_status,order_status,shipping_mode
54758,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54759,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54760,Cash,2,1,1,Late Delivery,Closed,First Class
54761,Debit,2,2,0,Shipping On Time,Complete,Second Class
54762,Debit,3,2,1,Late Delivery,Complete,Second Class
54763,Debit,4,2,1,Late Delivery,Complete,Second Class
54764,Debit,2,1,1,Late Delivery,Complete,First Class
54765,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
54767,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
54768,Cash,4,4,0,Shipping On Time,Closed,Standard Class
54769,Transfer,5,4,1,Late Delivery,Pending,Standard Class
54770,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54771,Debit,2,1,1,Late Delivery,Complete,First Class
54772,Debit,2,1,1,Late Delivery,Complete,First Class
54773,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54774,Debit,5,4,1,Late Delivery,Complete,Standard Class
54775,Payment,6,4,1,Late Delivery,Payment Review,Standard Class
54776,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54777,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
54779,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54780,Transfer,6,4,1,Late Delivery,Processing,Standard Class
54781,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54782,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54783,Cash,4,4,0,Shipping On Time,Closed,Standard Class
54784,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
54785,Transfer,6,4,1,Late Delivery,Pending,Standard Class
54786,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
54787,Debit,2,1,1,Late Delivery,Complete,First Class
54788,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54789,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54790,Transfer,6,2,1,Late Delivery,Pending,Second Class
54791,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54792,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54793,Debit,4,4,0,Shipping On Time,Complete,Standard Class
54794,Transfer,5,2,1,Late Delivery,Pending,Second Class
54795,Debit,6,4,1,Late Delivery,Complete,Standard Class
54796,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54797,Cash,3,4,0,Advance Shipping,Closed,Standard Class
54798,Payment,4,4,0,Shipping On Time,Payment Review,Standard Class
54799,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54800,Debit,6,4,1,Late Delivery,On Hold,Standard Class
54801,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54802,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54804,Transfer,2,1,1,Late Delivery,Pending,First Class
54805,Transfer,6,4,1,Late Delivery,Processing,Standard Class
54806,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
54807,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54808,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
54810,Debit,6,4,1,Late Delivery,On Hold,Standard Class
54811,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
54814,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54815,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54816,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54817,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54818,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
54819,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
54820,Cash,6,4,1,Late Delivery,Closed,Standard Class
54821,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
54823,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
54825,Debit,6,4,1,Late Delivery,Complete,Standard Class
54826,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
54827,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
54828,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54830,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
54831,Debit,2,1,1,Late Delivery,Complete,First Class
54832,Transfer,2,1,1,Late Delivery,Processing,First Class
54834,Debit,5,4,1,Late Delivery,Complete,Standard Class
54836,Debit,2,4,0,Advance Shipping,Complete,Standard Class
54837,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
54838,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
54839,Cash,5,4,1,Late Delivery,Closed,Standard Class
54840,Transfer,6,4,1,Late Delivery,Pending,Standard Class
54842,Cash,3,4,0,Advance Shipping,Closed,Standard Class
54843,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
54844,Debit,1,0,1,Late Delivery,Complete,Same Day
54845,Debit,6,2,1,Late Delivery,Complete,Second Class
54847,Debit,3,2,1,Late Delivery,On Hold,Second Class
54849,Transfer,5,2,0,Shipping Canceled,Canceled,Second Class
54850,Transfer,6,2,1,Late Delivery,Processing,Second Class
54851,Transfer,2,4,0,Shipping Canceled,Canceled,Standard Class
54852,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
54856,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
54857,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
54858,Debit,4,4,0,Shipping On Time,Complete,Standard Class
54859,Debit,2,1,1,Late Delivery,Complete,First Class
54860,Cash,6,4,1,Late Delivery,Closed,Standard Class
54861,Debit,2,4,0,Advance Shipping,Complete,Standard Class
54862,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54863,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54867,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
54868,Transfer,4,2,1,Late Delivery,Pending,Second Class
54869,Transfer,2,1,1,Late Delivery,Processing,First Class
54870,Cash,2,1,1,Late Delivery,Closed,First Class
54871,Transfer,2,2,0,Shipping On Time,Pending,Second Class
54872,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54873,Debit,2,1,1,Late Delivery,Complete,First Class
54874,Transfer,2,1,1,Late Delivery,Pending,First Class
54875,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
54876,Transfer,2,1,1,Late Delivery,Pending,First Class
54878,Cash,4,2,1,Late Delivery,Closed,Second Class
54879,Transfer,5,2,1,Late Delivery,Pending,Second Class
54880,Debit,6,2,1,Late Delivery,Complete,Second Class
54881,Cash,2,2,0,Shipping On Time,Closed,Second Class
54882,Cash,3,4,0,Advance Shipping,Closed,Standard Class
54883,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
54884,Debit,5,4,1,Late Delivery,Complete,Standard Class
54885,Cash,6,4,1,Late Delivery,Closed,Standard Class
54886,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
54887,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
54888,Transfer,4,2,1,Late Delivery,Pending,Second Class
54889,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54890,Cash,6,2,1,Late Delivery,Closed,Second Class
54893,Transfer,2,1,1,Late Delivery,Pending,First Class
54894,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54895,Transfer,2,1,1,Late Delivery,Processing,First Class
54896,Debit,2,1,1,Late Delivery,Complete,First Class
54897,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
54898,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54901,Cash,2,4,0,Advance Shipping,Closed,Standard Class
54902,Cash,0,0,0,Shipping On Time,Closed,Same Day
54903,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
54904,Debit,2,1,1,Late Delivery,Complete,First Class
54905,Transfer,2,1,1,Late Delivery,Processing,First Class
54906,Transfer,2,1,1,Late Delivery,Pending,First Class
54907,Debit,2,1,1,Late Delivery,Complete,First Class
54909,Cash,2,1,1,Late Delivery,Closed,First Class
54910,Cash,2,1,1,Late Delivery,Closed,First Class
54911,Debit,2,1,1,Late Delivery,Complete,First Class
54912,Debit,3,2,1,Late Delivery,Complete,Second Class
54913,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
54914,Debit,2,1,1,Late Delivery,Complete,First Class
54915,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
54916,Debit,2,2,0,Shipping On Time,Complete,Second Class
54917,Debit,3,2,1,Late Delivery,Complete,Second Class
54918,Debit,4,2,1,Late Delivery,Complete,Second Class
54919,Cash,5,4,1,Late Delivery,Closed,Standard Class
54920,Debit,6,4,1,Late Delivery,Complete,Standard Class
54921,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
54922,Cash,3,4,0,Advance Shipping,Closed,Standard Class
54923,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
54924,Debit,5,4,1,Late Delivery,Complete,Standard Class
54925,Cash,6,4,1,Late Delivery,Closed,Standard Class
54926,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
54927,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
54929,Transfer,5,4,0,Shipping Canceled,Canceled,Standard Class
54930,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
54931,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
54932,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54933,Payment,4,4,0,Shipping On Time,Payment Review,Standard Class
54934,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54936,Debit,2,2,0,Shipping On Time,Complete,Second Class
54937,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
54938,Debit,4,2,1,Late Delivery,Complete,Second Class
54939,Debit,5,2,1,Late Delivery,Complete,Second Class
54941,Debit,2,2,0,Shipping On Time,Complete,Second Class
54942,Cash,3,4,0,Advance Shipping,Closed,Standard Class
54943,Debit,4,4,0,Shipping On Time,Complete,Standard Class
54944,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54946,Transfer,2,1,1,Late Delivery,Processing,First Class
54947,Debit,2,1,1,Late Delivery,Complete,First Class
54948,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54949,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54950,Cash,6,4,1,Late Delivery,Closed,Standard Class
54951,Debit,2,4,0,Advance Shipping,Complete,Standard Class
54952,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54953,Debit,4,4,0,Shipping On Time,Complete,Standard Class
54957,Debit,2,1,1,Late Delivery,On Hold,First Class
54958,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54959,Transfer,5,2,1,Late Delivery,Pending,Second Class
54960,Transfer,2,1,1,Late Delivery,Pending,First Class
54961,Payment,2,1,1,Late Delivery,Pending Payment,First Class
54964,Transfer,5,4,1,Late Delivery,Pending,Standard Class
54965,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
54966,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54967,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
54968,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
54969,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54970,Debit,6,4,1,Late Delivery,Complete,Standard Class
54971,Debit,2,1,1,Late Delivery,Complete,First Class
54972,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
54973,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54974,Debit,5,4,1,Late Delivery,On Hold,Standard Class
54975,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
54976,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
54977,Debit,3,4,0,Advance Shipping,Complete,Standard Class
54978,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
54979,Debit,5,4,1,Late Delivery,Complete,Standard Class
54980,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
54981,Debit,2,2,0,Shipping On Time,Complete,Second Class
54982,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
54983,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54984,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
54985,Cash,6,4,1,Late Delivery,Closed,Standard Class
54986,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
54987,Transfer,2,1,1,Late Delivery,Pending,First Class
54988,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
54989,Transfer,5,4,1,Late Delivery,Pending,Standard Class
54990,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
54991,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
54992,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
54993,Cash,4,2,1,Late Delivery,Closed,Second Class
54994,Transfer,5,4,1,Late Delivery,Processing,Standard Class
54995,Debit,6,4,1,Late Delivery,Complete,Standard Class
54996,Transfer,2,4,0,Shipping Canceled,Canceled,Standard Class
54997,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
54998,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
55000,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
55001,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55002,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
55003,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
55004,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
55005,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55006,Debit,2,2,0,Shipping On Time,Complete,Second Class
55007,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
55008,Cash,4,4,0,Shipping On Time,Closed,Standard Class
55009,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55010,Debit,6,2,1,Late Delivery,Complete,Second Class
55012,Transfer,3,2,0,Shipping Canceled,Canceled,Second Class
55013,Payment,4,2,1,Late Delivery,Payment Review,Second Class
55014,Cash,5,2,1,Late Delivery,Closed,Second Class
55015,Cash,6,2,1,Late Delivery,Closed,Second Class
55016,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55018,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
55019,Transfer,5,4,1,Late Delivery,Pending,Standard Class
55020,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
55021,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55022,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
55023,Debit,2,1,1,Late Delivery,Complete,First Class
55024,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55026,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
55027,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
55028,Payment,4,4,0,Shipping On Time,Payment Review,Standard Class
55029,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55030,Debit,6,4,1,Late Delivery,On Hold,Standard Class
55032,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
55033,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
55034,Debit,5,4,1,Late Delivery,Complete,Standard Class
55036,Debit,2,2,0,Shipping On Time,Complete,Second Class
55038,Debit,4,2,1,Late Delivery,Complete,Second Class
55039,Debit,5,4,1,Late Delivery,Complete,Standard Class
55040,Transfer,6,4,1,Late Delivery,Pending,Standard Class
55042,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55043,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55044,Transfer,5,2,1,Late Delivery,Processing,Second Class
55045,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
55046,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55047,Debit,3,2,1,Late Delivery,Complete,Second Class
55049,Debit,5,4,1,Late Delivery,Complete,Standard Class
55050,Transfer,6,4,1,Late Delivery,Pending,Standard Class
55052,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
55053,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
55055,Payment,6,4,1,Late Delivery,Payment Review,Standard Class
55056,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55057,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55058,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55059,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55060,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55061,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55062,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
55064,Transfer,5,4,1,Late Delivery,Pending,Standard Class
55065,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55066,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55068,Cash,4,4,0,Shipping On Time,Closed,Standard Class
55069,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55070,Transfer,6,2,1,Late Delivery,Processing,Second Class
55072,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55073,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55074,Debit,5,4,1,Late Delivery,Complete,Standard Class
55076,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55078,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55079,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55080,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55081,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55082,Cash,3,4,0,Advance Shipping,Closed,Standard Class
55083,Transfer,4,2,1,Late Delivery,Processing,Second Class
55084,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55085,Transfer,6,2,1,Late Delivery,Pending,Second Class
55086,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
55087,Debit,3,2,1,Late Delivery,Complete,Second Class
55089,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55090,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55092,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55093,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55094,Cash,2,1,1,Late Delivery,Closed,First Class
55095,Cash,2,1,1,Late Delivery,Closed,First Class
55096,Cash,2,1,1,Late Delivery,Closed,First Class
55098,Transfer,2,1,1,Late Delivery,Pending,First Class
55100,Cash,2,1,1,Late Delivery,Closed,First Class
55101,Cash,2,1,1,Late Delivery,Closed,First Class
55102,Cash,3,2,1,Late Delivery,Closed,Second Class
55105,Debit,6,2,1,Late Delivery,On Hold,Second Class
55106,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55107,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
55108,Cash,4,4,0,Shipping On Time,Closed,Standard Class
55111,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
55112,Transfer,3,2,1,Late Delivery,Processing,Second Class
55113,Debit,4,2,1,Late Delivery,Complete,Second Class
55116,Cash,2,4,0,Advance Shipping,Closed,Standard Class
55118,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55120,Debit,6,4,1,Late Delivery,Complete,Standard Class
55121,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
55123,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
55124,Cash,5,4,1,Late Delivery,Closed,Standard Class
55126,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
55127,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
55128,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
55129,Debit,5,4,1,Late Delivery,Complete,Standard Class
55131,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
55132,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
55133,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
55134,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55135,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55136,Transfer,2,1,1,Late Delivery,Processing,First Class
55137,Transfer,2,1,1,Late Delivery,Pending,First Class
55138,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55141,Cash,2,1,1,Late Delivery,Closed,First Class
55142,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55143,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
55144,Debit,5,4,1,Late Delivery,Complete,Standard Class
55145,Cash,6,4,1,Late Delivery,Closed,Standard Class
55146,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55147,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
55148,Transfer,0,0,0,Shipping On Time,Processing,Same Day
55149,Debit,2,1,1,Late Delivery,On Hold,First Class
55150,Transfer,6,2,1,Late Delivery,Processing,Second Class
55151,Debit,2,2,0,Shipping On Time,Complete,Second Class
55152,Debit,3,2,1,Late Delivery,Complete,Second Class
55153,Transfer,4,2,1,Late Delivery,Pending,Second Class
55154,Transfer,5,2,1,Late Delivery,Processing,Second Class
55155,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
55156,Debit,2,2,0,Shipping On Time,Complete,Second Class
55158,Debit,4,2,1,Late Delivery,Complete,Second Class
55159,Debit,5,2,1,Late Delivery,Complete,Second Class
55161,Debit,2,2,0,Shipping On Time,Complete,Second Class
55162,Cash,3,2,1,Late Delivery,Closed,Second Class
55163,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
55164,Cash,5,4,1,Late Delivery,Closed,Standard Class
55165,Debit,2,1,1,Late Delivery,Complete,First Class
55167,Debit,2,1,1,Late Delivery,On Hold,First Class
55168,Cash,4,4,0,Shipping On Time,Closed,Standard Class
55169,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55170,Payment,6,4,1,Late Delivery,Payment Review,Standard Class
55171,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55172,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
55173,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55174,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55175,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55176,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
55177,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
55178,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55179,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
55180,Cash,6,4,1,Late Delivery,Closed,Standard Class
55181,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55183,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
55184,Payment,5,4,1,Late Delivery,Payment Review,Standard Class
55185,Debit,1,0,1,Late Delivery,Complete,Same Day
55186,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55187,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
55188,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55189,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55190,Cash,6,4,1,Late Delivery,Closed,Standard Class
55192,Cash,3,4,0,Advance Shipping,Closed,Standard Class
55194,Debit,5,4,1,Late Delivery,Complete,Standard Class
55196,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55197,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55198,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55199,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55200,Debit,6,4,1,Late Delivery,Complete,Standard Class
55201,Transfer,2,4,0,Shipping Canceled,Canceled,Standard Class
55202,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55203,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55205,Debit,6,4,1,Late Delivery,Complete,Standard Class
55206,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55207,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
55208,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55209,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55210,Cash,6,4,1,Late Delivery,Closed,Standard Class
55211,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
55212,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55213,Cash,4,4,0,Shipping On Time,Closed,Standard Class
55214,Cash,2,1,1,Late Delivery,Closed,First Class
55215,Debit,2,1,1,Late Delivery,Complete,First Class
55216,Cash,2,1,1,Late Delivery,Closed,First Class
55218,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55219,Debit,5,4,1,Late Delivery,Complete,Standard Class
55220,Debit,6,4,1,Late Delivery,Complete,Standard Class
55221,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55222,Debit,2,1,1,Late Delivery,Complete,First Class
55223,Debit,2,1,1,Late Delivery,Complete,First Class
55224,Cash,5,2,1,Late Delivery,Closed,Second Class
55225,Cash,6,2,1,Late Delivery,Closed,Second Class
55226,Debit,2,2,0,Shipping On Time,Complete,Second Class
55227,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55229,Debit,5,2,1,Late Delivery,On Hold,Second Class
55230,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
55231,Debit,2,2,0,Shipping On Time,Complete,Second Class
55232,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
55233,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55234,Transfer,5,4,1,Late Delivery,Processing,Standard Class
55237,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
55240,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55241,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
55242,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
55243,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55244,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
55245,Debit,6,2,1,Late Delivery,Complete,Second Class
55246,Cash,2,2,0,Shipping On Time,Closed,Second Class
55247,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
55251,Cash,2,1,1,Late Delivery,Closed,First Class
55252,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
55253,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
55254,Debit,5,4,1,Late Delivery,Complete,Standard Class
55255,Debit,6,4,1,Late Delivery,Complete,Standard Class
55256,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55257,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
55258,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55259,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55261,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55262,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
55263,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
55264,Cash,1,0,1,Late Delivery,Closed,Same Day
55265,Debit,1,0,1,Late Delivery,On Hold,Same Day
55266,Debit,1,0,1,Late Delivery,Complete,Same Day
55267,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55268,Transfer,2,1,1,Late Delivery,Processing,First Class
55269,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
55270,Debit,6,2,1,Late Delivery,Complete,Second Class
55272,Payment,2,1,1,Late Delivery,Payment Review,First Class
55273,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55275,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55276,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
55277,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
55278,Transfer,4,2,1,Late Delivery,Processing,Second Class
55281,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55283,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55284,Debit,5,4,1,Late Delivery,Complete,Standard Class
55286,Debit,2,4,0,Advance Shipping,Complete,Standard Class
55287,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55288,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
55290,Transfer,6,2,0,Shipping Canceled,Canceled,Second Class
55291,Payment,2,1,1,Late Delivery,Pending Payment,First Class
55292,Debit,2,1,1,Late Delivery,Complete,First Class
55293,Payment,2,1,1,Late Delivery,Payment Review,First Class
55295,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
55297,Debit,3,4,0,Advance Shipping,Complete,Standard Class
55298,Debit,4,4,0,Shipping On Time,Complete,Standard Class
55299,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
55301,Debit,2,4,0,Advance Shipping,Complete,Standard Class
